SKU Code,Design No.,Stock,Category,Size,Color
BTM042-PP-L,BTM042,3.0,PALAZZO,L,MUSTARD
BTM042-PP-M,BTM042,3.0,PALAZZO,M,MUSTARD
BTM042-PP-S,BTM042,29.0,PALAZZO,S,MUSTARD
BTM042-PP-XL,BTM042,3.0,PALAZZO,XL,MUSTARD
BTM042-PP-XS,BTM042,55.0,PALAZZO,XS,MUSTARD
BTM042-PP-XXL,BTM042,6.0,PALAZZO,XXL,MUSTARD
BTM042-PP-XXXL,BTM042,3.0,PALAZZO,XXXL,MUSTARD
BTM043-PP-L,BTM043,2.0,PALAZZO,L,KHAKI
BTM043-PP-M,BTM043,2.0,PALAZZO,M,KHAKI
BTM043-PP-S,BTM043,4.0,PALAZZO,S,KHAKI
BTM043-PP-XL,BTM043,3.0,PALAZZO,XL,KHAKI
BTM043-PP-XS,BTM043,8.0,PALAZZO,XS,KHAKI
BTM043-PP-XXL,BTM043,3.0,PALAZZO,XXL,KHAKI
BTM043-PP-XXXL,BTM043,3.0,PALAZZO,XXXL,KHAKI
BTM044-PP-L,BTM044,2.0,PALAZZO,L,MAROON
BTM044-PP-M,BTM044,3.0,PALAZZO,M,MAROON
BTM044-PP-S,BTM044,5.0,PALAZZO,S,MAROON
BTM044-PP-XL,BTM044,2.0,PALAZZO,XL,MAROON
BTM044-PP-XS,BTM044,55.0,PALAZZO,XS,MAROON
BTM044-PP-XXL,BTM044,3.0,PALAZZO,XXL,MAROON
BTM044-PP-XXXL,BTM044,5.0,PALAZZO,XXXL,MAROON
BTM045-PP-L,BTM045,4.0,PALAZZO,L,OLIVE GREEN
BTM045-PP-M,BTM045,3.0,PALAZZO,M,OLIVE GREEN
BTM045-PP-S,BTM045,34.0,PALAZZO,S,OLIVE GREEN
BTM045-PP-XL,BTM045,4.0,PALAZZO,XL,OLIVE GREEN
BTM045-PP-XS,BTM045,26.0,PALAZZO,XS,OLIVE GREEN
BTM045-PP-XXL,BTM045,24.0,PALAZZO,XXL,OLIVE GREEN
BTM045-PP-XXXL,BTM045,6.0,PALAZZO,XXXL,OLIVE GREEN
BTM046-PP-L,BTM046,3.0,PALAZZO,L,NAVY BLUE
BTM046-PP-M,BTM046,10.0,PALAZZO,M,NAVY BLUE
BTM046-PP-S,BTM046,29.0,PALAZZO,S,NAVY BLUE
BTM046-PP-XL,BTM046,3.0,PALAZZO,XL,NAVY BLUE
BTM046-PP-XS,BTM046,27.0,PALAZZO,XS,NAVY BLUE
BTM046-PP-XXL,BTM046,2.0,PALAZZO,XXL,NAVY BLUE
BTM046-PP-XXXL,BTM046,3.0,PALAZZO,XXXL,NAVY BLUE
BTM047-PP-L,BTM047,3.0,PALAZZO,L,PINK
BTM047-PP-M,BTM047,10.0,PALAZZO,M,PINK
BTM047-PP-S,BTM047,15.0,PALAZZO,S,PINK
BTM047-PP-XL,BTM047,6.0,PALAZZO,XL,PINK
BTM047-PP-XS,BTM047,32.0,PALAZZO,XS,PINK
BTM047-PP-XXL,BTM047,11.0,PALAZZO,XXL,PINK
BTM047-PP-XXXL,BTM047,4.0,PALAZZO,XXXL,PINK
BTM048-PP-L,BTM048,3.0,PALAZZO,L,GREEN
BTM048-PP-M,BTM048,3.0,PALAZZO,M,GREEN
BTM048-PP-S,BTM048,6.0,PALAZZO,S,GREEN
BTM048-PP-XL,BTM048,2.0,PALAZZO,XL,GREEN
BTM048-PP-XS,BTM048,51.0,PALAZZO,XS,GREEN
BTM048-PP-XXL,BTM048,16.0,PALAZZO,XXL,GREEN
BTM048-PP-XXXL,BTM048,16.0,PALAZZO,XXXL,GREEN
BTM049-SHA-L,BTM049,19.0,SHARARA,L,TEAL BLUE
BTM049-SHA-M,BTM049,22.0,SHARARA,M,TEAL BLUE
BTM049-SHA-S,BTM049,29.0,SHARARA,S,TEAL BLUE
BTM049-SHA-XL,BTM049,25.0,SHARARA,XL,TEAL BLUE
BTM049-SHA-XXL,BTM049,28.0,SHARARA,XXL,TEAL BLUE
BTM050-SHA-L,BTM050,20.0,SHARARA,L,CREAM
BTM050-SHA-M,BTM050,25.0,SHARARA,M,CREAM
BTM050-SHA-S,BTM050,26.0,SHARARA,S,CREAM
BTM050-SHA-XL,BTM050,23.0,SHARARA,XL,CREAM
BTM050-SHA-XXL,BTM050,25.0,SHARARA,XXL,CREAM
BTM051-SHA-L,BTM051,28.0,SHARARA,L,BLACK
BTM051-SHA-M,BTM051,30.0,SHARARA,M,BLACK
BTM051-SHA-S,BTM051,34.0,SHARARA,S,BLACK
BTM051-SHA-XL,BTM051,32.0,SHARARA,XL,BLACK
BTM051-SHA-XXL,BTM051,35.0,SHARARA,XXL,BLACK
BTM052-SHA-L,BTM052,32.0,SHARARA,L,PINK
BTM052-SHA-M,BTM052,27.0,SHARARA,M,PINK
BTM052-SHA-S,BTM052,42.0,SHARARA,S,PINK
BTM052-SHA-XL,BTM052,37.0,SHARARA,XL,PINK
BTM052-SHA-XXL,BTM052,36.0,SHARARA,XXL,PINK
BTM053-SHA-L,BTM053,17.0,SHARARA,L,RED
BTM053-SHA-M,BTM053,34.0,SHARARA,M,RED
BTM053-SHA-S,BTM053,41.0,SHARARA,S,RED
BTM053-SHA-XL,BTM053,36.0,SHARARA,XL,RED
BTM053-SHA-XXL,BTM053,39.0,SHARARA,XXL,RED
BTM054-SK-L,BTM054,31.0,SKIRT,L,BLACK
BTM054-SK-M,BTM054,35.0,SKIRT,M,BLACK
BTM054-SK-S,BTM054,37.0,SKIRT,S,BLACK
BTM054-SK-XL,BTM054,36.0,SKIRT,XL,BLACK
BTM054-SK-XXL,BTM054,38.0,SKIRT,XXL,BLACK
BTM055-SK-L,BTM055,31.0,SKIRT,L,OFF WHITE
BTM055-SK-M,BTM055,33.0,SKIRT,M,OFF WHITE
BTM055-SK-S,BTM055,36.0,SKIRT,S,OFF WHITE
BTM055-SK-XL,BTM055,36.0,SKIRT,XL,OFF WHITE
BTM055-SK-XXL,BTM055,36.0,SKIRT,XXL,OFF WHITE
BTM056-SHA-L,BTM056,21.0,SHARARA,L,BLACK
BTM056-SHA-M,BTM056,31.0,SHARARA,M,BLACK
BTM056-SHA-S,BTM056,32.0,SHARARA,S,BLACK
BTM056-SHA-XL,BTM056,31.0,SHARARA,XL,BLACK
BTM056-SHA-XXL,BTM056,31.0,SHARARA,XXL,BLACK
BTM057-SHA-L,BTM057,30.0,SHARARA,L,NAVY BLUE
BTM057-SHA-M,BTM057,30.0,SHARARA,M,NAVY BLUE
BTM057-SHA-S,BTM057,31.0,SHARARA,S,NAVY BLUE
BTM057-SHA-XL,BTM057,33.0,SHARARA,XL,NAVY BLUE
BTM057-SHA-XXL,BTM057,31.0,SHARARA,XXL,NAVY BLUE
BTM058-SHA-L,BTM058,26.0,SHARARA,L,CREAM
BTM058-SHA-M,BTM058,28.0,SHARARA,M,CREAM
BTM058-SHA-S,BTM058,33.0,SHARARA,S,CREAM
BTM058-SHA-XL,BTM058,30.0,SHARARA,XL,CREAM
BTM058-SHA-XXL,BTM058,30.0,SHARARA,XXL,CREAM
BTM059-SK-L,BTM059,29.0,SKIRT,L,OFF WHITE
BTM059-SK-M,BTM059,32.0,SKIRT,M,OFF WHITE
BTM059-SK-S,BTM059,34.0,SKIRT,S,OFF WHITE
BTM059-SK-XL,BTM059,32.0,SKIRT,XL,OFF WHITE
BTM059-SK-XXL,BTM059,34.0,SKIRT,XXL,OFF WHITE
BTM060-SK-L,BTM060,33.0,SKIRT,L,BLACK
BTM060-SK-M,BTM060,30.0,SKIRT,M,BLACK
BTM060-SK-S,BTM060,34.0,SKIRT,S,BLACK
BTM060-SK-XL,BTM060,33.0,SKIRT,XL,BLACK
BTM060-SK-XXL,BTM060,33.0,SKIRT,XXL,BLACK
CH201-RED-L,CH201,3.0,AN : LEGGINGS,L,RED
CH201-RED-M,CH201,3.0,AN : LEGGINGS,M,RED
CH201-RED-S,CH201,6.0,AN : LEGGINGS,S,RED
CH201-RED-XL,CH201,4.0,AN : LEGGINGS,XL,RED
CH201-RED-XXL,CH201,2.0,AN : LEGGINGS,XXL,RED
CH202-ORANGE-L,CH202,3.0,AN : LEGGINGS,L,ORANGE
CH202-ORANGE-M,CH202,8.0,AN : LEGGINGS,M,ORANGE
CH202-ORANGE-S,CH202,7.0,AN : LEGGINGS,S,ORANGE
CH202-ORANGE-XL,CH202,5.0,AN : LEGGINGS,XL,ORANGE
CH202-ORANGE-XXL,CH202,3.0,AN : LEGGINGS,XXL,ORANGE
,CH203,0.0,AN : LEGGINGS,FREE,MAROON
CH203-MAROON-L,CH203,6.0,AN : LEGGINGS,L,MAROON
CH203-MAROON-M,CH203,4.0,AN : LEGGINGS,M,MAROON
CH203-MAROON-S,CH203,2.0,AN : LEGGINGS,S,MAROON
CH203-MAROON-XL,CH203,3.0,AN : LEGGINGS,XL,MAROON
CH203-MAROON-XXL,CH203,2.0,AN : LEGGINGS,XXL,MAROON
CH204-PURPLE-L,CH204,3.0,AN : LEGGINGS,L,PURPLE
CH204-PURPLE-M,CH204,3.0,AN : LEGGINGS,M,PURPLE
CH204-PURPLE-S,CH204,5.0,AN : LEGGINGS,S,PURPLE
CH204-PURPLE-XL,CH204,2.0,AN : LEGGINGS,XL,PURPLE
CH204-PURPLE-XXL,CH204,2.0,AN : LEGGINGS,XXL,PURPLE
CH205-YELLOW-L,CH205,3.0,AN : LEGGINGS,L,YELLOW
CH205-YELLOW-M,CH205,4.0,AN : LEGGINGS,M,YELLOW
CH205-YELLOW-S,CH205,12.0,AN : LEGGINGS,S,YELLOW
CH205-YELLOW-XL,CH205,5.0,AN : LEGGINGS,XL,YELLOW
CH205-YELLOW-XXL,CH205,2.0,AN : LEGGINGS,XXL,YELLOW
CH206-GREEN-L,CH206,5.0,AN : LEGGINGS,L,GREEN
CH206-GREEN-M,CH206,6.0,AN : LEGGINGS,M,GREEN
CH206-GREEN-S,CH206,10.0,AN : LEGGINGS,S,GREEN
CH206-GREEN-XL,CH206,5.0,AN : LEGGINGS,XL,GREEN
CH206-GREEN-XXL,CH206,2.0,AN : LEGGINGS,XXL,GREEN
CH207-PINK-L,CH207,3.0,AN : LEGGINGS,L,PINK
CH207-PINK-M,CH207,3.0,AN : LEGGINGS,M,PINK
CH207-PINK-S,CH207,5.0,AN : LEGGINGS,S,PINK
CH207-PINK-XL,CH207,2.0,AN : LEGGINGS,XL,PINK
CH207-PINK-XXL,CH207,2.0,AN : LEGGINGS,XXL,PINK
CH208-MUSTARD-L,CH208,7.0,AN : LEGGINGS,L,MUSTARD
CH208-MUSTARD-M,CH208,13.0,AN : LEGGINGS,M,MUSTARD
CH208-MUSTARD-S,CH208,7.0,AN : LEGGINGS,S,MUSTARD
CH208-MUSTARD-XL,CH208,4.0,AN : LEGGINGS,XL,MUSTARD
CH208-MUSTARD-XXL,CH208,4.0,AN : LEGGINGS,XXL,MUSTARD
CH209-BIEGE-L,CH209,3.0,AN : LEGGINGS,L,BEIGE
CH209-BIEGE-M,CH209,3.0,AN : LEGGINGS,M,BEIGE
CH209-BIEGE-S,CH209,4.0,AN : LEGGINGS,S,BEIGE
CH209-BIEGE-XL,CH209,4.0,AN : LEGGINGS,XL,BEIGE
CH209-BIEGE-XXL,CH209,2.0,AN : LEGGINGS,XXL,BEIGE
CH210-NAVY-L,CH210,2.0,AN : LEGGINGS,L,NAVY BLUE
CH210-NAVY-M,CH210,4.0,AN : LEGGINGS,M,NAVY BLUE
CH210-NAVY-S,CH210,3.0,AN : LEGGINGS,S,NAVY BLUE
CH210-NAVY-XL,CH210,2.0,AN : LEGGINGS,XL,NAVY BLUE
CH210-NAVY-XXL,CH210,3.0,AN : LEGGINGS,XXL,NAVY BLUE
CH211-BLACK-L,CH211,2.0,AN : LEGGINGS,L,BLACK
CH211-BLACK-M,CH211,5.0,AN : LEGGINGS,M,BLACK
CH211-BLACK-S,CH211,3.0,AN : LEGGINGS,S,BLACK
CH211-BLACK-XL,CH211,3.0,AN : LEGGINGS,XL,BLACK
CH211-BLACK-XXL,CH211,1.0,AN : LEGGINGS,XXL,BLACK
CH212-WHITE-L,CH212,2.0,AN : LEGGINGS,L,WHITE
CH212-WHITE-M,CH212,2.0,AN : LEGGINGS,M,WHITE
CH212-WHITE-S,CH212,2.0,AN : LEGGINGS,S,WHITE
CH212-WHITE-XL,CH212,2.0,AN : LEGGINGS,XL,WHITE
CH212-WHITE-XXL,CH212,1.0,AN : LEGGINGS,XXL,WHITE
CH213-BROWN-L,CH213,4.0,AN : LEGGINGS,L,BROWN
CH213-BROWN-M,CH213,4.0,AN : LEGGINGS,M,BROWN
CH213-BROWN-S,CH213,4.0,AN : LEGGINGS,S,BROWN
CH213-BROWN-XL,CH213,3.0,AN : LEGGINGS,XL,BROWN
CH213-BROWN-XXL,CH213,3.0,AN : LEGGINGS,XXL,BROWN
J0001-DR-L,J0001,2.0,DRESS,L,PINK
J0001-DR-M,J0001,19.0,DRESS,M,PINK
J0001-DR-S,J0001,9.0,DRESS,S,PINK
J0001-DR-XL,J0001,26.0,DRESS,XL,PINK
J0001-DR-XS,J0001,42.0,DRESS,XS,PINK
J0001-DR-XXL,J0001,20.0,DRESS,XXL,PINK
J0001-DR-XXXL,J0001,14.0,DRESS,XXXL,PINK
J0002-SKD-L,J0002,93.0,KURTA SET,L,PEACH
J0002-SKD-M,J0002,82.0,KURTA SET,M,PEACH
J0002-SKD-S,J0002,165.0,KURTA SET,S,PEACH
J0002-SKD-XL,J0002,62.0,KURTA SET,XL,PEACH
J0002-SKD-XS,J0002,97.0,KURTA SET,XS,PEACH
J0002-SKD-XXL,J0002,73.0,KURTA SET,XXL,PEACH
J0002-SKD-XXXL,J0002,7.0,KURTA SET,XXXL,PEACH
J0003-SET-L,J0003,3.0,KURTA SET,L,MUSTARD
J0003-SET-M,J0003,7.0,KURTA SET,M,MUSTARD
J0003-SET-S,J0003,9.0,KURTA SET,S,MUSTARD
J0003-SET-XL,J0003,5.0,KURTA SET,XL,MUSTARD
J0003-SET-XS,J0003,13.0,KURTA SET,XS,MUSTARD
J0003-SET-XXL,J0003,3.0,KURTA SET,XXL,MUSTARD
J0003-SET-XXXL,J0003,9.0,KURTA SET,XXXL,MUSTARD
J0004-SKD-L,J0004,57.0,KURTA SET,L,GREY
J0004-SKD-M,J0004,61.0,KURTA SET,M,GREY
J0004-SKD-S,J0004,58.0,KURTA SET,S,GREY
J0004-SKD-XL,J0004,18.0,KURTA SET,XL,GREY
J0004-SKD-XS,J0004,53.0,KURTA SET,XS,GREY
J0004-SKD-XXL,J0004,11.0,KURTA SET,XXL,GREY
J0004-SKD-XXXL,J0004,33.0,KURTA SET,XXXL,GREY
J0005-DR-L,J0005,20.0,DRESS,L,LIGHT GREEN
J0005-DR-M,J0005,49.0,DRESS,M,LIGHT GREEN
J0005-DR-S,J0005,29.0,DRESS,S,LIGHT GREEN
J0005-DR-XL,J0005,31.0,DRESS,XL,LIGHT GREEN
J0005-DR-XS,J0005,45.0,DRESS,XS,LIGHT GREEN
J0005-DR-XXL,J0005,30.0,DRESS,XXL,LIGHT GREEN
J0005-DR-XXXL,J0005,73.0,DRESS,XXXL,LIGHT GREEN
J0006-SET-L,J0006,132.0,DRESS,L,MUSTARD
J0006-SET-M,J0006,86.0,DRESS,M,MUSTARD
J0006-SET-S,J0006,51.0,DRESS,S,MUSTARD
J0006-SET-XL,J0006,23.0,DRESS,XL,MUSTARD
J0006-SET-XS,J0006,149.0,DRESS,XS,MUSTARD
J0006-SET-XXL,J0006,35.0,DRESS,XXL,MUSTARD
J0006-SET-XXXL,J0006,33.0,DRESS,XXXL,MUSTARD
J0007-SKD-L,J0007,11.0,KURTA SET,L,RED
J0007-SKD-M,J0007,6.0,KURTA SET,M,RED
J0007-SKD-S,J0007,31.0,KURTA SET,S,RED
J0007-SKD-XL,J0007,13.0,KURTA SET,XL,RED
J0007-SKD-XS,J0007,89.0,KURTA SET,XS,RED
J0007-SKD-XXL,J0007,19.0,KURTA SET,XXL,RED
J0007-SKD-XXXL,J0007,45.0,KURTA SET,XXXL,RED
J0008-SKD-L,J0008,89.0,KURTA SET,L,MUSTARD
J0008-SKD-M,J0008,29.0,KURTA SET,M,MUSTARD
J0008-SKD-S,J0008,171.0,KURTA SET,S,MUSTARD
J0008-SKD-XL,J0008,318.0,KURTA SET,XL,MUSTARD
J0008-SKD-XS,J0008,161.0,KURTA SET,XS,MUSTARD
J0008-SKD-XXL,J0008,28.0,KURTA SET,XXL,MUSTARD
J0008-SKD-XXXL,J0008,51.0,KURTA SET,XXXL,MUSTARD
J0009-SKD-L,J0009,30.0,KURTA SET,L,PINK
J0009-SKD-M,J0009,88.0,KURTA SET,M,PINK
J0009-SKD-S,J0009,44.0,KURTA SET,S,PINK
J0009-SKD-XL,J0009,34.0,KURTA SET,XL,PINK
J0009-SKD-XS,J0009,64.0,KURTA SET,XS,PINK
J0009-SKD-XXL,J0009,13.0,KURTA SET,XXL,PINK
J0009-SKD-XXXL,J0009,26.0,KURTA SET,XXXL,PINK
J0010-LCD-L,J0010,11.0,LEHENGA CHOLI,L,PEACH
J0010-LCD-M,J0010,3.0,LEHENGA CHOLI,M,PEACH
J0010-LCD-S,J0010,14.0,LEHENGA CHOLI,S,PEACH
J0010-LCD-XL,J0010,10.0,LEHENGA CHOLI,XL,PEACH
J0010-LCD-XS,J0010,7.0,LEHENGA CHOLI,XS,PEACH
J0010-LCD-XXL,J0010,37.0,LEHENGA CHOLI,XXL,PEACH
J0010-LCD-XXXL,J0010,45.0,LEHENGA CHOLI,XXXL,PEACH
J0011-LCD-L,J0011,71.0,LEHENGA CHOLI,L,PINK
J0011-LCD-M,J0011,13.0,LEHENGA CHOLI,M,PINK
J0011-LCD-S,J0011,9.0,LEHENGA CHOLI,S,PINK
J0011-LCD-XL,J0011,3.0,LEHENGA CHOLI,XL,PINK
J0011-LCD-XS,J0011,7.0,LEHENGA CHOLI,XS,PINK
J0011-LCD-XXL,J0011,41.0,LEHENGA CHOLI,XXL,PINK
J0011-LCD-XXXL,J0011,29.0,LEHENGA CHOLI,XXXL,PINK
J0012-SKD-L,J0012,10.0,KURTA SET,L,GREEN
J0012-SKD-M,J0012,57.0,KURTA SET,M,GREEN
J0012-SKD-S,J0012,136.0,KURTA SET,S,GREEN
J0012-SKD-XL,J0012,25.0,KURTA SET,XL,GREEN
J0012-SKD-XS,J0012,93.0,KURTA SET,XS,GREEN
J0012-SKD-XXL,J0012,22.0,KURTA SET,XXL,GREEN
J0012-SKD-XXXL,J0012,69.0,KURTA SET,XXXL,GREEN
J0013-SKD-L,J0013,7.0,KURTA SET,L,LIGHT GREEN
J0013-SKD-M,J0013,4.0,KURTA SET,M,LIGHT GREEN
J0013-SKD-S,J0013,8.0,KURTA SET,S,LIGHT GREEN
J0013-SKD-XL,J0013,4.0,KURTA SET,XL,LIGHT GREEN
J0013-SKD-XS,J0013,17.0,KURTA SET,XS,LIGHT GREEN
J0013-SKD-XXL,J0013,5.0,KURTA SET,XXL,LIGHT GREEN
J0013-SKD-XXXL,J0013,6.0,KURTA SET,XXXL,LIGHT GREEN
J0014-LCD-L,J0014,28.0,LEHENGA CHOLI,L,MUSTARD
J0014-LCD-M,J0014,4.0,LEHENGA CHOLI,M,MUSTARD
J0014-LCD-S,J0014,70.0,LEHENGA CHOLI,S,MUSTARD
J0014-LCD-XL,J0014,27.0,LEHENGA CHOLI,XL,MUSTARD
J0014-LCD-XS,J0014,17.0,LEHENGA CHOLI,XS,MUSTARD
J0014-LCD-XXL,J0014,29.0,LEHENGA CHOLI,XXL,MUSTARD
J0014-LCD-XXXL,J0014,72.0,LEHENGA CHOLI,XXXL,MUSTARD
J0015-DR-L,J0015,0.0,DRESS,L,LIGHT PINK
J0015-DR-M,J0015,1.0,DRESS,M,LIGHT PINK
J0015-DR-S,J0015,3.0,DRESS,S,LIGHT PINK
J0015-DR-XL,J0015,2.0,DRESS,XL,LIGHT PINK
J0015-DR-XS,J0015,4.0,DRESS,XS,LIGHT PINK
J0015-DR-XXL,J0015,0.0,DRESS,XXL,LIGHT PINK
J0015-DR-XXXL,J0015,0.0,DRESS,XXXL,LIGHT PINK
J0016-DR-L,J0016,2.0,DRESS,L,MUSTARD
J0016-DR-M,J0016,2.0,DRESS,M,MUSTARD
J0016-DR-S,J0016,2.0,DRESS,S,MUSTARD
J0016-DR-XL,J0016,1.0,DRESS,XL,MUSTARD
J0016-DR-XS,J0016,2.0,DRESS,XS,MUSTARD
J0016-DR-XXL,J0016,2.0,DRESS,XXL,MUSTARD
J0016-DR-XXXL,J0016,1.0,DRESS,XXXL,MUSTARD
J0019-SET-L,J0019,0.0,SET,L,RED
J0019-SET-M,J0019,0.0,SET,M,RED
J0019-SET-S,J0019,4.0,SET,S,RED
J0019-SET-XS,J0019,9.0,SET,XS,RED
J0019-SET-XXL,J0019,1.0,SET,XXL,RED
J0019-SET-XXXL,J0019,1.0,SET,XXXL,RED
J0020-SET-L,J0020,2.0,SET,L,YELLOW
J0020-SET-M,J0020,3.0,SET,M,YELLOW
J0020-SET-S,J0020,4.0,SET,S,YELLOW
J0020-SET-XL,J0020,3.0,SET,XL,YELLOW
J0020-SET-XS,J0020,11.0,SET,XS,YELLOW
J0020-SET-XXL,J0020,3.0,SET,XXL,YELLOW
J0020-SET-XXXL,J0020,3.0,SET,XXXL,YELLOW
J0021-TP-L,J0021,0.0,TOP,L,RED
J0021-TP-M,J0021,1.0,TOP,M,RED
J0021-TP-S,J0021,1.0,TOP,S,RED
J0021-TP-XL,J0021,0.0,TOP,XL,RED
J0021-TP-XS,J0021,3.0,TOP,XS,RED
J0021-TP-XXL,J0021,1.0,TOP,XXL,RED
J0021-TP-XXXL,J0021,1.0,TOP,XXXL,RED
J0022-KR-L,J0022,2.0,KURTA,L,LEMON YELLOW
J0022-KR-S,J0022,1.0,KURTA,S,LEMON YELLOW
J0022-KR-XS,J0022,2.0,KURTA,XS,LEMON YELLOW
J0022-KR-XXXL,J0022,2.0,KURTA,XXXL,LEMON YELLOW
J0023-TP-L,J0023,4.0,TOP,L,TURQUOISE BLUE
J0023-TP-M,J0023,2.0,TOP,M,TURQUOISE BLUE
J0023-TP-S,J0023,6.0,TOP,S,TURQUOISE BLUE
J0023-TP-XL,J0023,3.0,TOP,XL,TURQUOISE BLUE
J0023-TP-XS,J0023,4.0,TOP,XS,TURQUOISE BLUE
J0023-TP-XXL,J0023,6.0,TOP,XXL,TURQUOISE BLUE
J0023-TP-XXXL,J0023,1.0,TOP,XXXL,TURQUOISE BLUE
J0024-KR-L,J0024,135.0,KURTA,L,SEA GREEN
J0024-KR-M,J0024,94.0,KURTA,M,SEA GREEN
J0024-KR-S,J0024,176.0,KURTA,S,SEA GREEN
J0024-KR-XL,J0024,83.0,KURTA,XL,SEA GREEN
J0024-KR-XS,J0024,151.0,KURTA,XS,SEA GREEN
J0024-KR-XXL,J0024,92.0,KURTA,XXL,SEA GREEN
J0024-KR-XXXL,J0024,63.0,KURTA,XXXL,SEA GREEN
J0025-DR-L,J0025,1.0,DRESS,L,SEA GREEN
J0025-DR-M,J0025,0.0,DRESS,M,SEA GREEN
J0025-DR-S,J0025,4.0,DRESS,S,SEA GREEN
J0025-DR-XL,J0025,0.0,DRESS,XL,SEA GREEN
J0025-DR-XS,J0025,7.0,DRESS,XS,SEA GREEN
J0025-DR-XXL,J0025,3.0,DRESS,XXL,SEA GREEN
J0025-DR-XXXL,J0025,4.0,DRESS,XXXL,SEA GREEN
J0026-KR-L,J0026,1.0,KURTA,L,TURQUOISE GREEN
J0026-KR-M,J0026,1.0,KURTA,M,TURQUOISE GREEN
J0026-KR-S,J0026,0.0,KURTA,S,TURQUOISE GREEN
J0026-KR-XL,J0026,0.0,KURTA,XL,TURQUOISE GREEN
J0026-KR-XS,J0026,3.0,KURTA,XS,TURQUOISE GREEN
J0026-KR-XXL,J0026,1.0,KURTA,XXL,TURQUOISE GREEN
J0026-KR-XXXL,J0026,0.0,KURTA,XXXL,TURQUOISE GREEN
J0027-SET-L,J0027,0.0,SET,L,TURQUOISE GREEN
J0027-SET-M,J0027,0.0,SET,M,TURQUOISE GREEN
J0027-SET-S,J0027,0.0,SET,S,TURQUOISE GREEN
J0027-SET-XL,J0027,1.0,SET,XL,TURQUOISE GREEN
J0027-SET-XS,J0027,0.0,SET,XS,TURQUOISE GREEN
J0027-SET-XXL,J0027,0.0,SET,XXL,TURQUOISE GREEN
J0027-SET-XXXL,J0027,0.0,SET,XXXL,TURQUOISE GREEN
J0028-KR-L,J0028,2.0,KURTA,L,RED
J0028-KR-M,J0028,0.0,KURTA,M,RED
J0028-KR-S,J0028,1.0,KURTA,S,RED
J0028-KR-XL,J0028,1.0,KURTA,XL,RED
J0028-KR-XS,J0028,4.0,KURTA,XS,RED
J0028-KR-XXL,J0028,1.0,KURTA,XXL,RED
J0028-KR-XXXL,J0028,1.0,KURTA,XXXL,RED
J0029-KR-S,J0029,1.0,KURTA,S,PINK
J0029-KR-XS,J0029,0.0,KURTA,XS,PINK
J0029-KR-XXL,J0029,0.0,KURTA,XXL,PINK
J0029-KR-XXXL,J0029,1.0,KURTA,XXXL,PINK
J0030-TP-L,J0030,1.0,TOP,L,DARK GREEN
J0030-TP-M,J0030,1.0,TOP,M,DARK GREEN
J0030-TP-S,J0030,0.0,TOP,S,DARK GREEN
J0030-TP-XS,J0030,0.0,TOP,XS,DARK GREEN
J0030-TP-XXL,J0030,0.0,TOP,XXL,DARK GREEN
J0030-TP-XXXL,J0030,1.0,TOP,XXXL,DARK GREEN
J0031-TP-XS,J0031,0.0,TOP,XS,TURQUOISE GREEN
J0033-KR-L,J0033,0.0,KURTA,L,LEMON
J0033-KR-M,J0033,4.0,KURTA,M,LEMON
J0033-KR-S,J0033,9.0,KURTA,S,LEMON
J0033-KR-XL,J0033,3.0,KURTA,XL,LEMON
J0033-KR-XS,J0033,9.0,KURTA,XS,LEMON
J0033-KR-XXL,J0033,3.0,KURTA,XXL,LEMON
J0033-KR-XXXL,J0033,4.0,KURTA,XXXL,LEMON
J0034-SET-L,J0034,2.0,KURTA SET,L,LEMON
J0034-SET-M,J0034,47.0,KURTA SET,M,LEMON
J0034-SET-S,J0034,34.0,KURTA SET,S,LEMON
J0034-SET-XL,J0034,3.0,KURTA SET,XL,LEMON
J0034-SET-XS,J0034,56.0,KURTA SET,XS,LEMON
J0034-SET-XXL,J0034,4.0,KURTA SET,XXL,LEMON
J0034-SET-XXXL,J0034,4.0,KURTA SET,XXXL,LEMON
J0035-KR-M,J0035,2.0,KURTA,M,LEMON YELLOW
J0035-KR-S,J0035,5.0,KURTA,S,LEMON YELLOW
J0035-KR-XL,J0035,2.0,KURTA,XL,LEMON YELLOW
J0035-KR-XS,J0035,6.0,KURTA,XS,LEMON YELLOW
J0035-KR-XXXL,J0035,2.0,KURTA,XXXL,LEMON YELLOW
J0036-TP-L,J0036,0.0,TOP,L,GREY
J0036-TP-M,J0036,1.0,TOP,M,GREY
J0036-TP-S,J0036,2.0,TOP,S,GREY
J0036-TP-XL,J0036,1.0,TOP,XL,GREY
J0036-TP-XS,J0036,3.0,TOP,XS,GREY
J0036-TP-XXL,J0036,1.0,TOP,XXL,GREY
J0036-TP-XXXL,J0036,0.0,TOP,XXXL,GREY
J0037-KR-L,J0037,5.0,KURTA,L,SKY BLUE
J0037-KR-M,J0037,5.0,KURTA,M,SKY BLUE
J0037-KR-S,J0037,9.0,KURTA,S,SKY BLUE
J0037-KR-XL,J0037,2.0,KURTA,XL,SKY BLUE
J0037-KR-XS,J0037,27.0,KURTA,XS,SKY BLUE
J0037-KR-XXL,J0037,7.0,KURTA,XXL,SKY BLUE
J0037-KR-XXXL,J0037,5.0,KURTA,XXXL,SKY BLUE
